Longitude,Latitude,Grower - Name,Farm - Name,Field - Name,Area Count,Crop Flow(bu/h),Crop Flow (Mass)(lb/s),Date / Time,Differential Valid,Elevation(ft),Moisture(%),Speed(mph),Swath Width(ft),Yield (Dry)(bu/ac),Yield (Wet)(bu/ac),Yield Mass (Dry)(lb/ac),Yield Mass (Wet)(lb/ac)
-86.19094033,40.98380944,AULT,HOME,BACK LANE44,On,974.85,16.25,7/10/2020,Yes,810.51,14.80,2.340,33.29,101.70,103.25,6101.8,6194.9
-86.19095291,40.98380972,AULT,HOME,BACK LANE44,On,975.06,16.25,7/10/2020,Yes,810.48,14.30,2.367,33.43,100.74,101.68,6044.3,6100.7
-86.19096535,40.98380996,AULT,HOME,BACK LANE44,On,898.95,14.98,7/10/2020,Yes,810.47,14.60,2.376,33.58,91.79,92.97,5507.3,5578.2
-86.19097805,40.98381024,AULT,HOME,BACK LANE44,On,928.13,15.47,7/10/2020,Yes,810.40,14.80,2.376,33.71,94.17,95.60,5650.0,5736.2
-86.19099038,40.98381026,AULT,HOME,BACK LANE44,On,1075.6,17.93,7/10/2020,Yes,810.40,14.40,2.376,33.86,109.15,110.30,6549.0,6617.9
-86.19100294,40.98381013,AULT,HOME,BACK LANE44,On,1006.0,16.77,7/10/2020,Yes,810.32,14.20,2.362,33.87,102.89,103.73,6173.6,6224.0
-86.19101532,40.98381026,AULT,HOME,BACK LANE44,On,974.61,16.24,7/10/2020,Yes,810.30,14.80,2.373,33.83,98.64,100.15,5918.4,6008.7
-86.19102788,40.98381032,AULT,HOME,BACK LANE44,On,930.58,15.51,7/10/2020,Yes,810.31,15.00,2.369,33.86,94.04,95.70,5642.4,5742.0
-86.19104057,40.98381038,AULT,HOME,BACK LANE44,On,1083.2,18.05,7/10/2020,Yes,810.28,14.50,2.367,33.85,110.27,111.56,6616.1,6693.5
-86.19105396,40.98381047,AULT,HOME,BACK LANE44,On,974.80,16.25,7/10/2020,Yes,810.22,14.10,2.505,33.82,94.26,94.92,5655.5,5695.0
-86.19106734,40.98381079,AULT,HOME,BACK LANE44,On,1148.2,19.14,7/10/2020,Yes,810.20,14.60,2.496,33.76,110.97,112.40,6658.0,6743.8
-86.19108059,40.98381121,AULT,HOME,BACK LANE44,On,988.35,16.47,7/10/2020,Yes,810.13,14.60,2.546,33.77,93.65,94.86,5619.3,5691.6
-86.19109422,40.98381145,AULT,HOME,BACK LANE44,On,1029.7,17.16,7/10/2020,Yes,810.06,14.30,2.526,33.78,98.67,99.59,5920.1,5975.4
-86.19110640,40.98381172,AULT,HOME,BACK LANE44,On,1038.0,17.30,7/10/2020,Yes,810.07,14.20,2.405,33.69,104.85,105.71,6291.2,6342.5
-86.19111917,40.98381220,AULT,HOME,BACK LANE44,On,1052.8,17.55,7/10/2020,Yes,809.98,14.50,2.338,33.65,109.15,110.43,6549.1,6625.7
-86.19113210,40.98381260,AULT,HOME,BACK LANE44,On,1091.9,18.20,7/10/2020,Yes,809.96,14.60,2.414,33.76,109.14,110.54,6548.3,6632.6
-86.19114564,40.98381296,AULT,HOME,BACK LANE44,On,1101.1,18.35,7/10/2020,Yes,809.89,14.20,2.521,33.84,105.61,106.47,6336.7,6388.4
-86.19115885,40.98381280,AULT,HOME,BACK LANE44,On,1166.6,19.44,7/10/2020,Yes,809.90,14.00,2.537,33.89,111.31,111.96,6678.7,6717.5
-86.19117239,40.98381273,AULT,HOME,BACK LANE44,On,1052.9,17.55,7/10/2020,Yes,809.86,14.40,2.539,33.76,100.28,101.33,6016.6,6079.9
-86.19118486,40.98381237,AULT,HOME,BACK LANE44,On,1103.2,18.39,7/10/2020,Yes,809.75,14.40,2.369,33.66,112.96,114.15,6777.8,6849.0
-86.19119726,40.98381237,AULT,HOME,BACK LANE44,On,1005.0,16.75,7/10/2020,Yes,809.60,14.30,2.304,33.49,106.46,107.45,6387.7,6447.3
-86.19120918,40.98381216,AULT,HOME,BACK LANE44,On,1166.6,19.44,7/10/2020,Yes,809.66,14.00,2.270,33.41,126.13,126.87,7568.0,7612.0
-86.19122139,40.98381201,AULT,HOME,BACK LANE44,On,1043.8,17.40,7/10/2020,Yes,809.64,14.20,2.309,33.44,110.64,111.54,6638.5,6692.7
-86.19123330,40.98381178,AULT,HOME,BACK LANE44,On,1026.1,17.10,7/10/2020,Yes,809.58,14.20,2.304,33.51,108.75,109.63,6524.7,6578.0
-86.19125514,40.98381127,AULT,HOME,BACK LANE44,On,968.76,16.15,7/10/2020,Yes,809.62,14.20,2.018,33.67,116.70,117.65,7001.9,7059.0
-86.19126614,40.98381098,AULT,HOME,BACK LANE44,On,916.87,15.28,7/10/2020,Yes,809.59,14.60,2.045,33.74,108.25,109.64,6494.8,6578.5
-86.19127730,40.98381075,AULT,HOME,BACK LANE44,On,842.04,14.03,7/10/2020,Yes,809.60,14.50,2.076,33.83,97.79,98.93,5867.4,5936.0
-86.19128855,40.98381050,AULT,HOME,BACK LANE44,On,1000.7,16.68,7/10/2020,Yes,809.68,14.40,2.107,33.94,114.24,115.44,6854.6,6926.7
-86.19130094,40.98380994,AULT,HOME,BACK LANE44,On,985.22,16.42,7/10/2020,Yes,809.66,14.30,2.277,34.04,103.89,104.86,6233.5,6291.6
-86.19131315,40.98380990,AULT,HOME,BACK LANE44,On,997.29,16.62,7/10/2020,Yes,809.66,14.50,2.373,34.03,100.71,101.88,6042.3,6113.0
-86.19132594,40.98380982,AULT,HOME,BACK LANE44,On,972.90,16.21,7/10/2020,Yes,809.65,14.50,2.369,34.20,97.94,99.08,5876.2,5944.9
-86.19133846,40.98380974,AULT,HOME,BACK LANE44,On,900.69,15.01,7/10/2020,Yes,809.68,14.20,2.367,34.28,90.85,91.60,5451.2,5495.7
-86.19135110,40.98380974,AULT,HOME,BACK LANE44,On,950.87,15.85,7/10/2020,Yes,809.68,14.30,2.414,34.27,93.97,94.84,5638.0,5690.6
-86.19136366,40.98380967,AULT,HOME,BACK LANE44,On,1036.1,17.27,7/10/2020,Yes,809.66,14.70,2.360,34.25,104.30,105.77,6257.9,6345.9
-86.19137649,40.98380969,AULT,HOME,BACK LANE44,On,946.55,15.78,7/10/2020,Yes,809.56,14.40,2.373,34.15,95.35,96.36,5721.2,5781.3
-86.19138914,40.98380998,AULT,HOME,BACK LANE44,On,903.59,15.06,7/10/2020,Yes,809.62,14.00,2.402,34.12,90.42,90.95,5425.3,5456.9
-86.19140195,40.98381003,AULT,HOME,BACK LANE44,On,906.25,15.10,7/10/2020,Yes,809.53,14.40,2.438,34.17,88.81,89.74,5328.3,5384.3
-86.19141445,40.98381013,AULT,HOME,BACK LANE44,On,1105.4,18.42,7/10/2020,Yes,809.46,14.80,2.353,34.06,112.05,113.76,6723.2,6825.8
-86.19142701,40.98381035,AULT,HOME,BACK LANE44,On,1067.5,17.79,7/10/2020,Yes,809.54,14.80,2.427,33.97,105.23,106.83,6313.7,6410.0
-86.19143975,40.98381036,AULT,HOME,BACK LANE44,On,1066.5,17.78,7/10/2020,Yes,809.52,14.40,2.371,33.94,108.19,109.32,6491.1,6559.4
-86.19145241,40.98381031,AULT,HOME,BACK LANE44,On,1054.2,17.57,7/10/2020,Yes,809.55,13.80,2.396,33.85,106.86,107.23,6411.8,6434.1
-86.19146536,40.98381056,AULT,HOME,BACK LANE44,On,983.04,16.38,7/10/2020,Yes,809.50,14.20,2.414,33.75,98.76,99.57,5925.7,5974.1
-86.19147810,40.98381078,AULT,HOME,BACK LANE44,On,1006.0,16.77,7/10/2020,Yes,809.53,14.40,2.400,33.74,101.43,102.49,6085.6,6149.6
-86.19149088,40.98381109,AULT,HOME,BACK LANE44,On,976.98,16.28,7/10/2020,Yes,809.55,14.10,2.405,33.73,98.67,99.36,5920.3,5961.7
-86.19150351,40.98381131,AULT,HOME,BACK LANE44,On,1020.3,17.01,7/10/2020,Yes,809.54,14.20,2.409,33.87,102.32,103.15,6139.2,6189.2
-86.19151615,40.98381162,AULT,HOME,BACK LANE44,On,1073.8,17.90,7/10/2020,Yes,809.58,14.40,2.391,33.97,107.92,109.05,6475.1,6543.2
-86.19152883,40.98381183,AULT,HOME,BACK LANE44,On,988.83,16.48,7/10/2020,Yes,809.56,14.60,2.409,34.12,97.98,99.24,5878.7,5954.5
-86.19154164,40.98381194,AULT,HOME,BACK LANE44,On,862.44,14.37,7/10/2020,Yes,809.53,14.60,2.376,34.24,86.36,87.48,5181.8,5248.6
-86.19155411,40.98381203,AULT,HOME,BACK LANE44,On,902.53,15.04,7/10/2020,Yes,809.55,14.40,2.402,34.32,89.36,90.30,5361.8,5418.2
-86.19156701,40.98381195,AULT,HOME,BACK LANE44,On,1096.1,18.27,7/10/2020,Yes,809.52,14.30,2.398,34.39,108.63,109.64,6517.7,6578.5
-86.19157961,40.98381187,AULT,HOME,BACK LANE44,On,1045.1,17.42,7/10/2020,Yes,809.56,14.50,2.400,34.41,103.19,104.40,6191.4,6263.8
-86.19159266,40.98381175,AULT,HOME,BACK LANE44,On,1060.2,17.67,7/10/2020,Yes,809.51,14.70,2.411,34.42,103.93,105.39,6235.8,6323.6
-86.19160503,40.98381155,AULT,HOME,BACK LANE44,On,1089.7,18.16,7/10/2020,Yes,809.55,14.50,2.402,34.41,107.49,108.75,6449.5,6525.0
-86.19161788,40.98381143,AULT,HOME,BACK LANE44,On,1189.4,19.82,7/10/2020,Yes,809.59,14.50,2.434,34.35,116.00,117.36,6960.2,7041.6
-86.19164297,40.98381125,AULT,HOME,BACK LANE44,On,1154.4,19.24,7/10/2020,Yes,809.66,14.80,2.398,34.27,114.16,115.90,6849.7,6954.3
-86.19165588,40.98381121,AULT,HOME,BACK LANE44,On,1128.1,18.80,7/10/2020,Yes,809.67,14.60,2.402,34.22,111.75,113.19,6705.2,6791.6
-86.19166833,40.98381116,AULT,HOME,BACK LANE44,On,1166.9,19.45,7/10/2020,Yes,809.69,14.30,2.405,34.24,115.86,116.94,6951.5,7016.4
-86.19168105,40.98381130,AULT,HOME,BACK LANE44,On,1140.7,19.01,7/10/2020,Yes,809.67,14.20,2.367,34.22,115.27,116.21,6916.3,6972.7
-86.19169374,40.98381119,AULT,HOME,BACK LANE44,On,1067.2,17.79,7/10/2020,Yes,809.65,14.60,2.405,34.23,105.59,106.95,6335.5,6417.1
-86.19170644,40.98381146,AULT,HOME,BACK LANE44,On,1007.7,16.79,7/10/2020,Yes,809.68,14.60,2.418,34.15,99.38,100.66,5962.7,6039.5
-86.19171920,40.98381149,AULT,HOME,BACK LANE44,On,1004.6,16.74,7/10/2020,Yes,809.70,14.30,2.391,34.20,100.41,101.35,6024.8,6081.0
-86.19173169,40.98381154,AULT,HOME,BACK LANE44,On,1099.4,18.32,7/10/2020,Yes,809.71,14.00,2.405,34.17,109.74,110.38,6584.4,6622.7
-86.19174457,40.98381179,AULT,HOME,BACK LANE44,On,1034.8,17.25,7/10/2020,Yes,809.76,14.20,2.411,34.16,102.79,103.63,6167.6,6217.9
-86.19175708,40.98381180,AULT,HOME,BACK LANE44,On,1168.3,19.47,7/10/2020,Yes,809.85,14.40,2.394,34.26,116.34,117.56,6980.2,7053.6
-86.19176997,40.98381173,AULT,HOME,BACK LANE44,On,1271.2,21.19,7/10/2020,Yes,809.79,14.40,2.400,34.26,126.22,127.55,7573.1,7652.7
-86.19178244,40.98381169,AULT,HOME,BACK LANE44,On,1077.6,17.96,7/10/2020,Yes,809.82,14.40,2.405,34.24,106.86,107.98,6411.4,6478.9
-86.19179535,40.98381157,AULT,HOME,BACK LANE44,On,1119.3,18.65,7/10/2020,Yes,809.83,14.60,2.376,34.25,112.06,113.51,6723.7,6810.3
-86.19180790,40.98381151,AULT,HOME,BACK LANE44,On,1103.6,18.39,7/10/2020,Yes,809.85,14.80,2.434,34.21,107.72,109.37,6463.4,6562.0
-86.19182053,40.98381144,AULT,HOME,BACK LANE44,On,1161.0,19.35,7/10/2020,Yes,809.82,15.00,2.373,34.18,116.02,118.07,6961.1,7083.9
-86.19183346,40.98381139,AULT,HOME,BACK LANE44,On,934.74,15.58,7/10/2020,Yes,809.70,14.50,2.402,34.16,92.88,93.97,5572.8,5638.0
-86.19184608,40.98381105,AULT,HOME,BACK LANE44,On,1259.9,21.00,7/10/2020,Yes,809.70,14.20,2.402,34.15,125.65,126.67,7538.9,7600.4
-86.19185867,40.98381095,AULT,HOME,BACK LANE44,On,1139.7,18.99,7/10/2020,Yes,809.76,14.60,2.411,34.05,113.06,114.52,6783.6,6870.9
-86.19187164,40.98381089,AULT,HOME,BACK LANE44,On,1084.0,18.07,7/10/2020,Yes,809.75,14.80,2.405,34.01,107.72,109.37,6463.3,6561.9
-86.19188432,40.98381082,AULT,HOME,BACK LANE44,On,964.71,16.08,7/10/2020,Yes,809.74,14.70,2.402,33.99,96.12,97.48,5767.4,5848.5
-86.19189698,40.98381063,AULT,HOME,BACK LANE44,On,1064.1,17.73,7/10/2020,Yes,809.80,14.30,2.414,33.96,106.12,107.11,6367.0,6426.5
-86.19190998,40.98381073,AULT,HOME,BACK LANE44,On,1066.8,17.78,7/10/2020,Yes,809.60,13.80,2.394,33.89,108.12,108.49,6487.1,6509.7
-86.19192276,40.98381063,AULT,HOME,BACK LANE44,On,1164.0,19.40,7/10/2020,Yes,809.58,14.20,2.398,33.94,117.02,117.98,7021.2,7078.5
-86.19193536,40.98381077,AULT,HOME,BACK LANE44,On,1088.1,18.14,7/10/2020,Yes,809.66,14.50,2.443,33.93,107.07,108.32,6424.2,6499.4
-86.19194816,40.98381077,AULT,HOME,BACK LANE44,On,1026.5,17.11,7/10/2020,Yes,809.65,14.40,2.371,34.03,103.88,104.97,6232.7,6298.2
-86.19196100,40.98381083,AULT,HOME,BACK LANE44,On,1075.8,17.93,7/10/2020,Yes,809.67,14.40,2.438,34.06,105.75,106.86,6344.8,6411.5
-86.19197389,40.98381076,AULT,HOME,BACK LANE44,On,1183.6,19.73,7/10/2020,Yes,809.65,14.40,2.396,34.14,118.14,119.38,7088.5,7163.0
-86.19198671,40.98381069,AULT,HOME,BACK LANE44,On,1057.1,17.62,7/10/2020,Yes,809.63,14.70,2.405,34.16,104.68,106.15,6280.9,6369.2
-86.19199960,40.98381065,AULT,HOME,BACK LANE44,On,1029.5,17.16,7/10/2020,Yes,809.68,14.80,2.414,34.15,101.51,103.06,6090.4,6183.3
-86.19201263,40.98381075,AULT,HOME,BACK LANE44,On,1039.8,17.33,7/10/2020,Yes,809.79,14.50,2.420,34.13,102.63,103.83,6158.0,6230.0
-86.19202528,40.98381051,AULT,HOME,BACK LANE44,On,1133.5,18.89,7/10/2020,Yes,809.75,14.40,2.447,34.15,110.74,111.90,6644.3,6714.1
-86.19203815,40.98381046,AULT,HOME,BACK LANE44,On,1222.3,20.37,7/10/2020,Yes,809.80,14.10,2.398,34.05,122.66,123.52,7359.6,7411.0
-86.19206385,40.98381065,AULT,HOME,BACK LANE44,On,1169.6,19.49,7/10/2020,Yes,809.67,14.40,2.396,34.08,116.96,118.19,7017.7,7091.5
-86.19207670,40.98381058,AULT,HOME,BACK LANE44,On,1034.3,17.24,7/10/2020,Yes,809.70,14.40,2.438,34.10,101.55,102.61,6092.7,6156.8
-86.19208943,40.98381076,AULT,HOME,BACK LANE44,On,1086.9,18.12,7/10/2020,Yes,809.75,14.40,2.409,34.07,108.12,109.26,6487.1,6555.3
-86.19210244,40.98381097,AULT,HOME,BACK LANE44,On,1096.0,18.27,7/10/2020,Yes,809.75,14.70,2.458,34.09,106.40,107.90,6383.9,6473.7
-86.19211536,40.98381108,AULT,HOME,BACK LANE44,On,1008.8,16.81,7/10/2020,Yes,809.81,14.70,2.436,34.10,98.79,100.18,5927.5,6010.9
-86.19212819,40.98381123,AULT,HOME,BACK LANE44,On,1111.9,18.53,7/10/2020,Yes,809.84,14.50,2.407,34.09,110.50,111.79,6630.1,6707.6
-86.19214115,40.98381143,AULT,HOME,BACK LANE44,On,895.24,14.92,7/10/2020,Yes,809.87,14.60,2.400,34.09,89.11,90.26,5346.8,5415.6
-86.19215384,40.98381144,AULT,HOME,BACK LANE44,On,934.92,15.58,7/10/2020,Yes,809.79,14.90,2.411,34.12,92.24,93.75,5534.1,5625.1
-86.19216413,40.98381153,AULT,HOME,BACK LANE44,On,906.65,15.11,7/10/2020,Yes,809.76,15.00,2.107,34.08,102.34,104.14,6140.3,6248.6
-86.19217358,40.98381160,AULT,HOME,BACK LANE44,On,793.81,13.23,7/10/2020,Yes,809.79,14.60,1.787,34.40,105.16,106.52,6309.8,6391.0
-86.19218306,40.98381164,AULT,HOME,BACK LANE44,On,655.09,10.92,7/10/2020,Yes,809.81,14.30,1.783,34.37,87.38,88.19,5242.5,5291.5
-86.19219229,40.98381168,AULT,HOME,BACK LANE44,On,678.60,11.31,7/10/2020,Yes,809.80,14.60,1.752,34.33,91.93,93.11,5515.7,5586.8
-86.19219943,40.98381161,AULT,HOME,BACK LANE44,On,539.09,8.985,7/10/2020,Yes,809.67,14.80,1.434,34.29,89.09,90.45,5345.6,5427.1
-86.19220817,40.98381169,AULT,HOME,BACK LANE44,On,687.59,11.46,7/10/2020,Yes,809.61,14.80,1.530,34.25,106.62,108.25,6397.5,6495.1
-86.19221668,40.98381150,AULT,HOME,BACK LANE44,On,771.19,12.85,7/10/2020,Yes,809.63,14.20,1.620,34.25,113.77,114.69,6826.0,6881.6
-86.19222631,40.98381126,AULT,HOME,BACK LANE44,On,880.70,14.68,7/10/2020,Yes,809.61,14.60,1.758,34.18,119.38,120.91,7162.6,7254.9
-86.19223642,40.98381107,AULT,HOME,BACK LANE44,On,856.57,14.28,7/10/2020,Yes,809.63,14.80,1.881,34.06,108.63,110.29,6518.0,6617.5
-86.19224787,40.98381100,AULT,HOME,BACK LANE44,On,695.98,11.60,7/10/2020,Yes,809.60,14.60,2.096,33.92,79.74,80.77,4784.5,4846.1
-86.19225890,40.98381067,AULT,HOME,BACK LANE44,On,892.72,14.88,7/10/2020,Yes,809.68,14.00,2.130,33.81,101.70,102.29,6102.2,6137.6
-86.19227062,40.98381043,AULT,HOME,BACK LANE44,On,907.87,15.13,7/10/2020,Yes,809.68,14.80,2.147,33.65,102.10,103.66,6125.9,6219.3
-86.19228210,40.98381032,AULT,HOME,BACK LANE44,On,1021.3,17.02,7/10/2020,Yes,809.67,15.00,2.143,33.48,115.41,117.44,6924.4,7046.6
-86.19229357,40.98381012,AULT,HOME,BACK LANE44,On,937.83,15.63,7/10/2020,Yes,809.62,14.60,2.168,33.33,105.72,107.08,6343.3,6425.0
-86.19230537,40.98381002,AULT,HOME,BACK LANE44,On,1014.5,16.91,7/10/2020,Yes,809.60,14.40,2.181,33.17,114.49,115.69,6869.2,6941.4
-86.19231769,40.98380986,AULT,HOME,BACK LANE44,On,1050.8,17.51,7/10/2020,Yes,809.57,14.70,2.342,33.03,110.49,112.05,6629.6,6722.9
-86.19233003,40.98380984,AULT,HOME,BACK LANE44,On,1046.6,17.44,7/10/2020,Yes,809.42,14.80,2.262,32.95,114.14,115.88,6848.2,6952.7
-86.19234242,40.98380983,AULT,HOME,BACK LANE44,On,989.33,16.49,7/10/2020,Yes,809.40,14.30,2.284,32.91,107.59,108.59,6455.1,6515.4
-86.19235485,40.98380970,AULT,HOME,BACK LANE44,On,992.96,16.55,7/10/2020,Yes,809.32,14.20,2.333,32.91,105.84,106.70,6350.2,6402.0
-86.19236721,40.98380977,AULT,HOME,BACK LANE44,On,978.46,16.31,7/10/2020,Yes,809.26,14.60,2.347,32.86,103.37,104.70,6201.9,6281.8
-86.19237954,40.98380973,AULT,HOME,BACK LANE44,On,839.12,13.99,7/10/2020,Yes,809.25,14.60,2.300,32.94,90.22,91.38,5413.3,5483.0
-86.19239165,40.98380974,AULT,HOME,BACK LANE44,On,969.99,16.17,7/10/2020,Yes,809.26,14.40,2.315,33.01,103.62,104.71,6217.4,6282.8
-86.19240383,40.98380979,AULT,HOME,BACK LANE44,On,986.18,16.44,7/10/2020,Yes,809.37,14.40,2.304,33.03,105.79,106.90,6347.5,6414.2
-86.19241635,40.98380972,AULT,HOME,BACK LANE44,On,847.00,14.12,7/10/2020,Yes,809.35,14.70,2.335,33.03,89.32,90.58,5359.2,5434.6
-86.19244140,40.98380936,AULT,HOME,BACK LANE44,On,611.57,10.19,7/10/2020,Yes,809.24,13.90,2.329,32.95,65.46,65.76,3927.6,3945.9
-86.19245379,40.98380915,AULT,HOME,BACK LANE44,On,548.08,9.135,7/10/2020,Yes,809.21,13.50,2.349,32.91,58.50,58.50,3509.7,3509.7
-86.19246598,40.98380864,AULT,HOME,BACK LANE44,On,386.66,6.444,7/10/2020,Yes,809.11,14.10,2.306,32.86,41.79,42.09,2507.7,2525.2
-86.19247849,40.98380839,AULT,HOME,BACK LANE44,On,308.50,5.142,7/10/2020,Yes,808.96,14.20,2.329,32.73,33.12,33.39,1987.2,2003.4
-86.19249068,40.98380803,AULT,HOME,BACK LANE44,On,258.94,4.316,7/10/2020,Yes,808.94,14.40,2.311,32.71,27.97,28.27,1678.3,1696.0
-86.19250315,40.98380768,AULT,HOME,BACK LANE44,On,193.98,3.233,7/10/2020,Yes,808.82,12.80,2.340,32.66,20.94,20.94,1256.6,1256.6
-86.19251522,40.98380740,AULT,HOME,BACK LANE44,On,127.33,2.122,7/10/2020,Yes,808.82,12.40,2.335,32.66,13.77,13.77,826.28,826.28
-86.19252753,40.98380711,AULT,HOME,BACK LANE44,On,51.98,0.866,7/10/2020,Yes,808.78,12.40,2.309,32.70,5.680,5.680,340.79,340.79
-86.19251693,40.98380745,AULT,HOME,BACK LANE44,On,65.67,1.094,7/10/2020,Yes,809.38,14.20,2.530,32.73,6.489,6.542,389.34,392.51
-86.19253015,40.98380693,AULT,HOME,BACK LANE44,On,283.50,4.725,7/10/2020,Yes,809.36,14.40,2.514,32.75,28.11,28.41,1686.7,1704.4
-86.19256924,40.98380469,AULT,HOME,BACK LANE44,On,585.99,9.767,7/10/2020,Yes,809.24,15.60,2.396,32.69,60.23,61.73,3613.8,3703.7
-86.19258159,40.98380409,AULT,HOME,BACK LANE44,On,742.66,12.38,7/10/2020,Yes,809.21,15.80,2.340,32.72,77.89,80.02,4673.6,4801.3
-86.19259188,40.98380350,AULT,HOME,BACK LANE44,On,753.69,12.56,7/10/2020,Yes,809.18,15.10,2.071,32.79,89.86,91.55,5391.4,5493.0
-86.19259999,40.98380297,AULT,HOME,BACK LANE44,On,459.61,7.660,7/10/2020,Yes,809.13,14.10,1.696,32.80,67.70,68.18,4062.1,4090.5
-86.19260838,40.98380239,AULT,HOME,BACK LANE44,On,546.68,9.111,7/10/2020,Yes,809.12,14.50,1.595,32.79,85.24,86.23,5114.2,5174.0
-86.19261671,40.98380200,AULT,HOME,BACK LANE44,On,756.87,12.61,7/10/2020,Yes,808.98,15.10,1.521,32.80,122.84,125.16,7370.6,7509.5
-86.19262506,40.98380150,AULT,HOME,BACK LANE44,On,640.07,10.67,7/10/2020,Yes,808.99,15.30,1.626,32.96,96.47,98.52,5788.1,5911.1
-86.19263445,40.98380083,AULT,HOME,BACK LANE44,On,768.89,12.81,7/10/2020,Yes,808.93,14.50,1.691,33.05,112.19,113.50,6731.4,6810.1
-86.19264465,40.98380018,AULT,HOME,BACK LANE44,On,954.19,15.90,7/10/2020,Yes,808.93,14.00,1.906,33.11,124.04,124.76,7442.4,7485.6
-86.19265469,40.98379949,AULT,HOME,BACK LANE44,On,948.05,15.80,7/10/2020,Yes,808.89,14.60,1.946,33.22,119.45,120.99,7166.8,7259.2
-86.19266499,40.98379896,AULT,HOME,BACK LANE44,On,778.61,12.98,7/10/2020,Yes,808.84,14.40,1.955,33.30,97.64,98.66,5858.3,5919.8
-86.19267535,40.98379817,AULT,HOME,BACK LANE44,On,867.83,14.46,7/10/2020,Yes,808.90,13.90,1.957,33.54,108.56,109.06,6513.3,6543.6
-86.19268584,40.98379710,AULT,HOME,BACK LANE44,On,1018.4,16.97,7/10/2020,Yes,808.85,14.30,1.937,33.64,127.72,128.91,7663.4,7734.9
-86.19269629,40.98379584,AULT,HOME,BACK LANE44,On,876.30,14.61,7/10/2020,Yes,808.80,14.60,1.948,33.66,108.83,110.23,6529.8,6613.9
-86.19270664,40.98379463,AULT,HOME,BACK LANE44,On,1056.8,17.61,7/10/2020,Yes,808.78,14.30,1.993,33.71,128.56,129.76,7713.8,7785.8
-86.19271685,40.98379325,AULT,HOME,BACK LANE44,On,923.35,15.39,7/10/2020,Yes,808.73,14.10,1.937,33.79,115.57,116.38,6934.2,6982.7
-86.19272697,40.98379168,AULT,HOME,BACK LANE44,On,902.53,15.04,7/10/2020,Yes,808.72,14.40,1.957,33.81,111.36,112.53,6681.5,6751.7
-86.19273748,40.98379008,AULT,HOME,BACK LANE44,On,908.42,15.14,7/10/2020,Yes,808.57,14.60,1.982,33.82,110.38,111.80,6622.9,6708.2
-86.19274759,40.98378870,AULT,HOME,BACK LANE44,On,1025.2,17.09,7/10/2020,Yes,808.54,14.20,1.915,33.85,129.41,130.47,7764.6,7827.9
-86.19275802,40.98378776,AULT,HOME,BACK LANE44,On,987.64,16.46,7/10/2020,Yes,808.53,14.00,1.991,33.89,120.07,120.77,7204.4,7246.3
-86.19276849,40.98378689,AULT,HOME,BACK LANE44,On,996.82,16.61,7/10/2020,Yes,808.42,14.40,1.944,34.09,122.80,124.10,7368.2,7445.7
-86.19277879,40.98378637,AULT,HOME,BACK LANE44,On,969.77,16.16,7/10/2020,Yes,808.39,14.60,1.942,34.30,118.59,120.12,7115.3,7206.9
-86.19278912,40.98378583,AULT,HOME,BACK LANE44,On,913.64,15.23,7/10/2020,Yes,808.36,14.30,1.948,34.66,110.60,111.63,6635.9,6697.9
-86.19279927,40.98378533,AULT,HOME,BACK LANE44,On,1038.6,17.31,7/10/2020,Yes,808.38,13.80,1.951,34.79,125.83,126.27,7549.7,7576.0
-86.19280973,40.98378485,AULT,HOME,BACK LANE44,On,978.69,16.31,7/10/2020,Yes,808.37,14.50,1.955,34.94,116.82,118.19,7009.1,7091.1
-86.19282031,40.98378418,AULT,HOME,BACK LANE44,On,966.31,16.11,7/10/2020,Yes,808.29,14.00,1.982,34.68,115.32,115.99,6919.2,6959.4
-86.19283067,40.98378361,AULT,HOME,BACK LANE44,On,938.08,15.63,7/10/2020,Yes,808.20,13.70,1.946,34.32,115.59,115.86,6935.3,6951.4
-86.19284024,40.98378306,AULT,HOME,BACK LANE44,On,967.31,16.12,7/10/2020,Yes,808.11,14.20,1.825,33.96,127.68,128.73,7661.1,7723.6
-86.19284994,40.98378261,AULT,HOME,BACK LANE44,On,958.19,15.97,7/10/2020,Yes,808.11,14.60,1.810,33.77,127.72,129.37,7663.2,7761.9
-86.19285957,40.98378228,AULT,HOME,BACK LANE44,On,921.37,15.36,7/10/2020,Yes,807.92,14.20,1.792,33.58,125.30,126.33,7518.2,7579.5
-86.19286897,40.98378191,AULT,HOME,BACK LANE44,On,878.37,14.64,7/10/2020,Yes,807.81,13.90,1.787,33.52,120.40,120.95,7223.7,7257.3
-86.19287870,40.98378166,AULT,HOME,BACK LANE44,On,859.76,14.33,7/10/2020,Yes,807.70,14.30,1.760,33.60,118.82,119.93,7129.1,7195.7
-86.19288759,40.98378138,AULT,HOME,BACK LANE44,On,760.56,12.68,7/10/2020,Yes,807.63,14.60,1.713,33.74,107.16,108.54,6429.7,6512.5
-86.19289491,40.98378132,AULT,HOME,BACK LANE44,On,737.85,12.30,7/10/2020,Yes,807.48,14.60,1.429,33.69,124.78,126.39,7487.0,7583.4
-86.19290131,40.98378125,AULT,HOME,BACK LANE44,On,797.11,13.29,7/10/2020,Yes,807.40,14.10,1.295,33.52,150.42,151.47,9025.3,9088.4
